S. No,Description,Average Price,% Change,Cities,Value,Month
17,Pulse Masoor (Washed) 1 Kg,145.85,6.53,Bannu,140,1/1/2020
17,Pulse Masoor (Washed) 1 Kg,145.85,6.53,Quetta,159.79,1/1/2020
17,Pulse Masoor (Washed) 1 Kg,145.85,6.53,Khuz-dar,137.94,1/1/2020
18,Pulse Moong (Washed) 1 Kg,229.68,16.58,Islam-abad,240.66,1/1/2020
18,Pulse Moong (Washed) 1 Kg,229.68,16.58,Rawal-pindi,233.31,1/1/2020
18,Pulse Moong (Washed) 1 Kg,229.68,16.58,Gujran-wala,237.97,1/1/2020
18,Pulse Moong (Washed) 1 Kg,229.68,16.58,Sialkot,210,1/1/2020
18,Pulse Moong (Washed) 1 Kg,229.68,16.58,Lahore,200.51,1/1/2020
18,Pulse Moong (Washed) 1 Kg,229.68,16.58,Faisal-abad,235.17,1/1/2020
18,Pulse Moong (Washed) 1 Kg,229.68,16.58,Sar-godha,217.22,1/1/2020
18,Pulse Moong (Washed) 1 Kg,229.68,16.58,Multan,231.89,1/1/2020
18,Pulse Moong (Washed) 1 Kg,229.68,16.58,Baha-walpur,228.86,1/1/2020
18,Pulse Moong (Washed) 1 Kg,229.68,16.58,Karachi,241.28,1/1/2020
18,Pulse Moong (Washed) 1 Kg,229.68,16.58,Hyder-abad,235.61,1/1/2020
18,Pulse Moong (Washed) 1 Kg,229.68,16.58,Sukkur,241.26,1/1/2020
18,Pulse Moong (Washed) 1 Kg,229.68,16.58,Larkana,225.02,1/1/2020
18,Pulse Moong (Washed) 1 Kg,229.68,16.58,Pesha-war,215.52,1/1/2020
18,Pulse Moong (Washed) 1 Kg,229.68,16.58,Bannu,235.86,1/1/2020
18,Pulse Moong (Washed) 1 Kg,229.68,16.58,Quetta,255.74,1/1/2020
18,Pulse Moong (Washed) 1 Kg,229.68,16.58,Khuz-dar,225.12,1/1/2020
19,Pulse Mash (Washed) 1 Kg,224.58,8.39,Islam-abad,235.09,1/1/2020
19,Pulse Mash (Washed) 1 Kg,224.58,8.39,Rawal-pindi,230.26,1/1/2020
19,Pulse Mash (Washed) 1 Kg,224.58,8.39,Gujran-wala,237.79,1/1/2020
19,Pulse Mash (Washed) 1 Kg,224.58,8.39,Sialkot,240,1/1/2020
19,Pulse Mash (Washed) 1 Kg,224.58,8.39,Lahore,228.31,1/1/2020
19,Pulse Mash (Washed) 1 Kg,224.58,8.39,Faisal-abad,249.29,1/1/2020
19,Pulse Mash (Washed) 1 Kg,224.58,8.39,Sar-godha,222.62,1/1/2020
19,Pulse Mash (Washed) 1 Kg,224.58,8.39,Multan,210.23,1/1/2020
19,Pulse Mash (Washed) 1 Kg,224.58,8.39,Baha-walpur,228.86,1/1/2020
19,Pulse Mash (Washed) 1 Kg,224.58,8.39,Karachi,216.22,1/1/2020
19,Pulse Mash (Washed) 1 Kg,224.58,8.39,Hyder-abad,211.1,1/1/2020
19,Pulse Mash (Washed) 1 Kg,224.58,8.39,Sukkur,206.46,1/1/2020
19,Pulse Mash (Washed) 1 Kg,224.58,8.39,Larkana,181.97,1/1/2020
19,Pulse Mash (Washed) 1 Kg,224.58,8.39,Pesha-war,224.95,1/1/2020
19,Pulse Mash (Washed) 1 Kg,224.58,8.39,Bannu,228.49,1/1/2020
19,Pulse Mash (Washed) 1 Kg,224.58,8.39,Quetta,269.88,1/1/2020
19,Pulse Mash (Washed) 1 Kg,224.58,8.39,Khuz-dar,209.98,1/1/2020
20,Pulse Gram 1 Kg,158.61,14.64,Islam-abad,171.21,1/1/2020
20,Pulse Gram 1 Kg,158.61,14.64,Rawal-pindi,166.25,1/1/2020
20,Pulse Gram 1 Kg,158.61,14.64,Gujran-wala,152.29,1/1/2020
20,Pulse Gram 1 Kg,158.61,14.64,Sialkot,154.33,1/1/2020
20,Pulse Gram 1 Kg,158.61,14.64,Lahore,148.18,1/1/2020
20,Pulse Gram 1 Kg,158.61,14.64,Faisal-abad,167.19,1/1/2020
20,Pulse Gram 1 Kg,158.61,14.64,Sar-godha,153.12,1/1/2020
20,Pulse Gram 1 Kg,158.61,14.64,Multan,152.27,1/1/2020
20,Pulse Gram 1 Kg,158.61,14.64,Baha-walpur,155.11,1/1/2020
20,Pulse Gram 1 Kg,158.61,14.64,Karachi,158.56,1/1/2020
20,Pulse Gram 1 Kg,158.61,14.64,Hyder-abad,156.91,1/1/2020
20,Pulse Gram 1 Kg,158.61,14.64,Sukkur,156.5,1/1/2020
20,Pulse Gram 1 Kg,158.61,14.64,Larkana,143.73,1/1/2020
20,Pulse Gram 1 Kg,158.61,14.64,Pesha-war,163.53,1/1/2020
20,Pulse Gram 1 Kg,158.61,14.64,Bannu,149.22,1/1/2020
20,Pulse Gram 1 Kg,158.61,14.64,Quetta,187.57,1/1/2020
20,Pulse Gram 1 Kg,158.61,14.64,Khuz-dar,165.8,1/1/2020
21,Potatoes 1 Kg,45.04,-2.32,Islam-abad,60.99,1/1/2020
21,Potatoes 1 Kg,45.04,-2.32,Rawal-pindi,53.67,1/1/2020
21,Potatoes 1 Kg,45.04,-2.32,Gujran-wala,48.54,1/1/2020
21,Potatoes 1 Kg,45.04,-2.32,Sialkot,47.43,1/1/2020
21,Potatoes 1 Kg,45.04,-2.32,Lahore,45.52,1/1/2020
21,Potatoes 1 Kg,45.04,-2.32,Faisal-abad,47.31,1/1/2020
21,Potatoes 1 Kg,45.04,-2.32,Sar-godha,43.73,1/1/2020
21,Potatoes 1 Kg,45.04,-2.32,Multan,44.39,1/1/2020
21,Potatoes 1 Kg,45.04,-2.32,Baha-walpur,37.92,1/1/2020
21,Potatoes 1 Kg,45.04,-2.32,Karachi,41.72,1/1/2020
21,Potatoes 1 Kg,45.04,-2.32,Hyder-abad,40.3,1/1/2020
21,Potatoes 1 Kg,45.04,-2.32,Sukkur,39.29,1/1/2020
21,Potatoes 1 Kg,45.04,-2.32,Larkana,38.44,1/1/2020
21,Potatoes 1 Kg,45.04,-2.32,Pesha-war,42.78,1/1/2020
21,Potatoes 1 Kg,45.04,-2.32,Bannu,50.61,1/1/2020
21,Potatoes 1 Kg,45.04,-2.32,Quetta,43.65,1/1/2020
21,Potatoes 1 Kg,45.04,-2.32,Khuz-dar,45.13,1/1/2020
22,Onions 1 Kg,59.5,-18.19,Islam-abad,78.08,1/1/2020
22,Onions 1 Kg,59.5,-18.19,Rawal-pindi,68.64,1/1/2020
22,Onions 1 Kg,59.5,-18.19,Gujran-wala,61.88,1/1/2020
22,Onions 1 Kg,59.5,-18.19,Sialkot,58.94,1/1/2020
22,Onions 1 Kg,59.5,-18.19,Lahore,54.47,1/1/2020
22,Onions 1 Kg,59.5,-18.19,Faisal-abad,57.04,1/1/2020
22,Onions 1 Kg,59.5,-18.19,Sar-godha,50,1/1/2020
22,Onions 1 Kg,59.5,-18.19,Multan,56.24,1/1/2020
22,Onions 1 Kg,59.5,-18.19,Baha-walpur,59.05,1/1/2020
22,Onions 1 Kg,59.5,-18.19,Karachi,54.82,1/1/2020
22,Onions 1 Kg,59.5,-18.19,Hyder-abad,50.7,1/1/2020
22,Onions 1 Kg,59.5,-18.19,Sukkur,49.13,1/1/2020
22,Onions 1 Kg,59.5,-18.19,Larkana,49.03,1/1/2020
22,Onions 1 Kg,59.5,-18.19,Pesha-war,70.22,1/1/2020
22,Onions 1 Kg,59.5,-18.19,Bannu,54.64,1/1/2020
22,Onions 1 Kg,59.5,-18.19,Quetta,72.77,1/1/2020
22,Onions 1 Kg,59.5,-18.19,Khuz-dar,77.89,1/1/2020
23,Tomatoes 1 Kg,102.18,-19.47,Islam-abad,128.82,1/1/2020
23,Tomatoes 1 Kg,102.18,-19.47,Rawal-pindi,118.89,1/1/2020
23,Tomatoes 1 Kg,102.18,-19.47,Gujran-wala,111.56,1/1/2020
23,Tomatoes 1 Kg,102.18,-19.47,Sialkot,107.13,1/1/2020
23,Tomatoes 1 Kg,102.18,-19.47,Lahore,106.66,1/1/2020
23,Tomatoes 1 Kg,102.18,-19.47,Faisal-abad,93.41,1/1/2020
23,Tomatoes 1 Kg,102.18,-19.47,Sar-godha,86.35,1/1/2020
23,Tomatoes 1 Kg,102.18,-19.47,Multan,98.5,1/1/2020
23,Tomatoes 1 Kg,102.18,-19.47,Baha-walpur,119.03,1/1/2020
23,Tomatoes 1 Kg,102.18,-19.47,Karachi,93.21,1/1/2020
23,Tomatoes 1 Kg,102.18,-19.47,Hyder-abad,82.13,1/1/2020
23,Tomatoes 1 Kg,102.18,-19.47,Sukkur,86.97,1/1/2020
23,Tomatoes 1 Kg,102.18,-19.47,Larkana,94.59,1/1/2020
23,Tomatoes 1 Kg,102.18,-19.47,Pesha-war,99.76,1/1/2020
23,Tomatoes 1 Kg,102.18,-19.47,Bannu,87.42,1/1/2020
23,Tomatoes 1 Kg,102.18,-19.47,Quetta,102.72,1/1/2020
23,Tomatoes 1 Kg,102.18,-19.47,Khuz-dar,138.63,1/1/2020
24,Sugar Refined 1 Kg,75.77,6.6,Islam-abad,80.57,1/1/2020
24,Sugar Refined 1 Kg,75.77,6.6,Rawal-pindi,77.39,1/1/2020
24,Sugar Refined 1 Kg,75.77,6.6,Gujran-wala,76.43,1/1/2020
24,Sugar Refined 1 Kg,75.77,6.6,Sialkot,75.18,1/1/2020
24,Sugar Refined 1 Kg,75.77,6.6,Lahore,75.97,1/1/2020
24,Sugar Refined 1 Kg,75.77,6.6,Faisal-abad,75.47,1/1/2020
24,Sugar Refined 1 Kg,75.77,6.6,Sar-godha,74.06,1/1/2020
24,Sugar Refined 1 Kg,75.77,6.6,Multan,74.78,1/1/2020
24,Sugar Refined 1 Kg,75.77,6.6,Baha-walpur,76.5,1/1/2020
24,Sugar Refined 1 Kg,75.77,6.6,Karachi,74.53,1/1/2020
24,Sugar Refined 1 Kg,75.77,6.6,Hyder-abad,74.48,1/1/2020
24,Sugar Refined 1 Kg,75.77,6.6,Sukkur,73.96,1/1/2020
24,Sugar Refined 1 Kg,75.77,6.6,Larkana,73.29,1/1/2020
24,Sugar Refined 1 Kg,75.77,6.6,Pesha-war,77.56,1/1/2020
24,Sugar Refined 1 Kg,75.77,6.6,Bannu,76.41,1/1/2020
24,Sugar Refined 1 Kg,75.77,6.6,Quetta,78.78,1/1/2020
24,Sugar Refined 1 Kg,75.77,6.6,Khuz-dar,73.19,1/1/2020
25,Gur (Average Quality) 1 Kg,118.7,8.18,Islam-abad,130.61,1/1/2020
25,Gur (Average Quality) 1 Kg,118.7,8.18,Rawal-pindi,122.54,1/1/2020
25,Gur (Average Quality) 1 Kg,118.7,8.18,Gujran-wala,108.61,1/1/2020
25,Gur (Average Quality) 1 Kg,118.7,8.18,Sialkot,110,1/1/2020
25,Gur (Average Quality) 1 Kg,118.7,8.18,Lahore,125.14,1/1/2020
25,Gur (Average Quality) 1 Kg,118.7,8.18,Faisal-abad,129.5,1/1/2020
25,Gur (Average Quality) 1 Kg,118.7,8.18,Sar-godha,115.7,1/1/2020
25,Gur (Average Quality) 1 Kg,118.7,8.18,Multan,108.03,1/1/2020
25,Gur (Average Quality) 1 Kg,118.7,8.18,Baha-walpur,126.58,1/1/2020
25,Gur (Average Quality) 1 Kg,118.7,8.18,Karachi,130.66,1/1/2020
25,Gur (Average Quality) 1 Kg,118.7,8.18,Hyder-abad,139.14,1/1/2020
25,Gur (Average Quality) 1 Kg,118.7,8.18,Sukkur,113.11,1/1/2020
25,Gur (Average Quality) 1 Kg,118.7,8.18,Larkana,108.51,1/1/2020
25,Gur (Average Quality) 1 Kg,118.7,8.18,Pesha-war,118.39,1/1/2020
25,Gur (Average Quality) 1 Kg,118.7,8.18,Bannu,103.23,1/1/2020
25,Gur (Average Quality) 1 Kg,118.7,8.18,Quetta,114.93,1/1/2020
25,Gur (Average Quality) 1 Kg,118.7,8.18,Khuz-dar,120,1/1/2020
26,Salt Powdered (National/Shan) 80 0Each,30,0,Islam-abad,30,1/1/2020
26,Salt Powdered (National/Shan) 80 0Each,30,0,Rawal-pindi,30,1/1/2020
26,Salt Powdered (National/Shan) 80 0Each,30,0,Gujran-wala,30,1/1/2020
26,Salt Powdered (National/Shan) 80 0Each,30,0,Sialkot,30,1/1/2020
26,Salt Powdered (National/Shan) 80 0Each,30,0,Lahore,30,1/1/2020
26,Salt Powdered (National/Shan) 80 0Each,30,0,Faisal-abad,30,1/1/2020
26,Salt Powdered (National/Shan) 80 0Each,30,0,Sar-godha,30,1/1/2020
26,Salt Powdered (National/Shan) 80 0Each,30,0,Multan,30,1/1/2020
26,Salt Powdered (National/Shan) 80 0Each,30,0,Baha-walpur,30,1/1/2020
26,Salt Powdered (National/Shan) 80 0Each,30,0,Karachi,30,1/1/2020
26,Salt Powdered (National/Shan) 80 0Each,30,0,Hyder-abad,30,1/1/2020
26,Salt Powdered (National/Shan) 80 0Each,30,0,Sukkur,30,1/1/2020
26,Salt Powdered (National/Shan) 80 0Each,30,0,Larkana,30,1/1/2020
26,Salt Powdered (National/Shan) 80 0Each,30,0,Pesha-war,30,1/1/2020
26,Salt Powdered (National/Shan) 80 0Each,30,0,Bannu,30,1/1/2020
26,Salt Powdered (National/Shan) 80 0Each,30,0,Quetta,30,1/1/2020
26,Salt Powdered (National/Shan) 80 0Each,30,0,Khuz-dar,30,1/1/2020
27,Chilies Powder National 200 Gm Pack Each,150.29,0,Islam-abad,150,1/1/2020
27,Chilies Powder National 200 Gm Pack Each,150.29,0,Rawal-pindi,150,1/1/2020
27,Chilies Powder National 200 Gm Pack Each,150.29,0,Gujran-wala,150,1/1/2020
27,Chilies Powder National 200 Gm Pack Each,150.29,0,Sialkot,150,1/1/2020
27,Chilies Powder National 200 Gm Pack Each,150.29,0,Lahore,155,1/1/2020
27,Chilies Powder National 200 Gm Pack Each,150.29,0,Faisal-abad,150,1/1/2020
27,Chilies Powder National 200 Gm Pack Each,150.29,0,Sar-godha,150,1/1/2020
27,Chilies Powder National 200 Gm Pack Each,150.29,0,Multan,150,1/1/2020
27,Chilies Powder National 200 Gm Pack Each,150.29,0,Baha-walpur,150,1/1/2020
27,Chilies Powder National 200 Gm Pack Each,150.29,0,Karachi,150,1/1/2020
27,Chilies Powder National 200 Gm Pack Each,150.29,0,Hyder-abad,150,1/1/2020
27,Chilies Powder National 200 Gm Pack Each,150.29,0,Sukkur,150,1/1/2020
27,Chilies Powder National 200 Gm Pack Each,150.29,0,Larkana,150,1/1/2020
27,Chilies Powder National 200 Gm Pack Each,150.29,0,Pesha-war,150,1/1/2020
27,Chilies Powder National 200 Gm Pack Each,150.29,0,Bannu,150,1/1/2020
27,Chilies Powder National 200 Gm Pack Each,150.29,0,Quetta,150,1/1/2020
27,Chilies Powder National 200 Gm Pack Each,150.29,0,Khuz-dar,150,1/1/2020
28,Garlic (Lehsun) 1 Kg,294,3.44,Islam-abad,317.83,1/1/2020
28,Garlic (Lehsun) 1 Kg,294,3.44,Rawal-pindi,312.51,1/1/2020
28,Garlic (Lehsun) 1 Kg,294,3.44,Gujran-wala,288.98,1/1/2020
28,Garlic (Lehsun) 1 Kg,294,3.44,Sialkot,279.71,1/1/2020
28,Garlic (Lehsun) 1 Kg,294,3.44,Lahore,299.58,1/1/2020
28,Garlic (Lehsun) 1 Kg,294,3.44,Faisal-abad,275.75,1/1/2020
28,Garlic (Lehsun) 1 Kg,294,3.44,Sar-godha,270.19,1/1/2020
28,Garlic (Lehsun) 1 Kg,294,3.44,Multan,271.56,1/1/2020
28,Garlic (Lehsun) 1 Kg,294,3.44,Baha-walpur,272.75,1/1/2020
28,Garlic (Lehsun) 1 Kg,294,3.44,Karachi,328.29,1/1/2020
28,Garlic (Lehsun) 1 Kg,294,3.44,Hyder-abad,270.63,1/1/2020
28,Garlic (Lehsun) 1 Kg,294,3.44,Sukkur,284.75,1/1/2020
28,Garlic (Lehsun) 1 Kg,294,3.44,Larkana,241.93,1/1/2020
28,Garlic (Lehsun) 1 Kg,294,3.44,Pesha-war,295.71,1/1/2020
28,Garlic (Lehsun) 1 Kg,294,3.44,Bannu,311.6,1/1/2020
28,Garlic (Lehsun) 1 Kg,294,3.44,Quetta,373.61,1/1/2020
28,Garlic (Lehsun) 1 Kg,294,3.44,Khuz-dar,327.63,1/1/2020
29,Tea Lipton Yellow Label 190 Gm Pack Eeach,229.25,0,Islam-abad,230,1/1/2020
29,Tea Lipton Yellow Label 190 Gm Pack Eeach,229.25,0,Rawal-pindi,230,1/1/2020
29,Tea Lipton Yellow Label 190 Gm Pack Eeach,229.25,0,Gujran-wala,230,1/1/2020
29,Tea Lipton Yellow Label 190 Gm Pack Eeach,229.25,0,Sialkot,230,1/1/2020
29,Tea Lipton Yellow Label 190 Gm Pack Eeach,229.25,0,Lahore,230,1/1/2020
29,Tea Lipton Yellow Label 190 Gm Pack Eeach,229.25,0,Faisal-abad,230,1/1/2020
29,Tea Lipton Yellow Label 190 Gm Pack Eeach,229.25,0,Sar-godha,230,1/1/2020
29,Tea Lipton Yellow Label 190 Gm Pack Eeach,229.25,0,Multan,230,1/1/2020
29,Tea Lipton Yellow Label 190 Gm Pack Eeach,229.25,0,Baha-walpur,230,1/1/2020
29,Tea Lipton Yellow Label 190 Gm Pack Eeach,229.25,0,Karachi,230,1/1/2020
29,Tea Lipton Yellow Label 190 Gm Pack Eeach,229.25,0,Hyder-abad,230,1/1/2020
29,Tea Lipton Yellow Label 190 Gm Pack Eeach,229.25,0,Sukkur,227.49,1/1/2020
29,Tea Lipton Yellow Label 190 Gm Pack Eeach,229.25,0,Larkana,230,1/1/2020
29,Tea Lipton Yellow Label 190 Gm Pack Eeach,229.25,0,Pesha-war,230,1/1/2020
29,Tea Lipton Yellow Label 190 Gm Pack Eeach,229.25,0,Bannu,230,1/1/2020
29,Tea Lipton Yellow Label 190 Gm Pack Eeach,229.25,0,Quetta,230,1/1/2020
29,Tea Lipton Yellow Label 190 Gm Pack Eeach,229.25,0,Khuz-dar,220,1/1/2020
30,Cooked Beef At Average Hotel Per Plate,135.43,1.7,Islam-abad,137.22,1/1/2020
30,Cooked Beef At Average Hotel Per Plate,135.43,1.7,Rawal-pindi,134.69,1/1/2020
30,Cooked Beef At Average Hotel Per Plate,135.43,1.7,Gujran-wala,153.08,1/1/2020
30,Cooked Beef At Average Hotel Per Plate,135.43,1.7,Sialkot,150,1/1/2020
30,Cooked Beef At Average Hotel Per Plate,135.43,1.7,Lahore,130.92,1/1/2020
30,Cooked Beef At Average Hotel Per Plate,135.43,1.7,Faisal-abad,183.27,1/1/2020
30,Cooked Beef At Average Hotel Per Plate,135.43,1.7,Sar-godha,130,1/1/2020
30,Cooked Beef At Average Hotel Per Plate,135.43,1.7,Multan,108.44,1/1/2020
30,Cooked Beef At Average Hotel Per Plate,135.43,1.7,Baha-walpur,127.25,1/1/2020
30,Cooked Beef At Average Hotel Per Plate,135.43,1.7,Karachi,119.34,1/1/2020
30,Cooked Beef At Average Hotel Per Plate,135.43,1.7,Hyder-abad,100,1/1/2020
30,Cooked Beef At Average Hotel Per Plate,135.43,1.7,Sukkur,120,1/1/2020
30,Cooked Beef At Average Hotel Per Plate,135.43,1.7,Larkana,165.1,1/1/2020
30,Cooked Beef At Average Hotel Per Plate,135.43,1.7,Pesha-war,137.19,1/1/2020
30,Cooked Beef At Average Hotel Per Plate,135.43,1.7,Bannu,106.56,1/1/2020
30,Cooked Beef At Average Hotel Per Plate,135.43,1.7,Quetta,139.76,1/1/2020
30,Cooked Beef At Average Hotel Per Plate,135.43,1.7,Khuz-dar,196.61,1/1/2020
31,Cooked Daal At Average Hotel Per Plate,69.91,3.43,Islam-abad,90.65,1/1/2020
31,Cooked Daal At Average Hotel Per Plate,69.91,3.43,Rawal-pindi,87.74,1/1/2020
31,Cooked Daal At Average Hotel Per Plate,69.91,3.43,Gujran-wala,57.15,1/1/2020
31,Cooked Daal At Average Hotel Per Plate,69.91,3.43,Sialkot,60,1/1/2020
31,Cooked Daal At Average Hotel Per Plate,69.91,3.43,Lahore,72.29,1/1/2020
31,Cooked Daal At Average Hotel Per Plate,69.91,3.43,Faisal-abad,73.19,1/1/2020
31,Cooked Daal At Average Hotel Per Plate,69.91,3.43,Sar-godha,60,1/1/2020
31,Cooked Daal At Average Hotel Per Plate,69.91,3.43,Multan,54.63,1/1/2020
31,Cooked Daal At Average Hotel Per Plate,69.91,3.43,Baha-walpur,65.57,1/1/2020
31,Cooked Daal At Average Hotel Per Plate,69.91,3.43,Karachi,72.89,1/1/2020
31,Cooked Daal At Average Hotel Per Plate,69.91,3.43,Hyder-abad,60,1/1/2020
31,Cooked Daal At Average Hotel Per Plate,69.91,3.43,Sukkur,70,1/1/2020
31,Cooked Daal At Average Hotel Per Plate,69.91,3.43,Larkana,63.83,1/1/2020
31,Cooked Daal At Average Hotel Per Plate,69.91,3.43,Pesha-war,73.19,1/1/2020
31,Cooked Daal At Average Hotel Per Plate,69.91,3.43,Bannu,60,1/1/2020
31,Cooked Daal At Average Hotel Per Plate,69.91,3.43,Quetta,94.91,1/1/2020
31,Cooked Daal At Average Hotel Per Plate,69.91,3.43,Khuz-dar,90,1/1/2020
32,Tea Prepared Ordinary Per Cup,25.88,0.5,Islam-abad,27.31,1/1/2020
32,Tea Prepared Ordinary Per Cup,25.88,0.5,Rawal-pindi,27.02,1/1/2020
32,Tea Prepared Ordinary Per Cup,25.88,0.5,Gujran-wala,25,1/1/2020
32,Tea Prepared Ordinary Per Cup,25.88,0.5,Sialkot,25,1/1/2020
32,Tea Prepared Ordinary Per Cup,25.88,0.5,Lahore,25,1/1/2020
32,Tea Prepared Ordinary Per Cup,25.88,0.5,Faisal-abad,25.62,1/1/2020
32,Tea Prepared Ordinary Per Cup,25.88,0.5,Sar-godha,25,1/1/2020
32,Tea Prepared Ordinary Per Cup,25.88,0.5,Multan,24.89,1/1/2020
32,Tea Prepared Ordinary Per Cup,25.88,0.5,Baha-walpur,26.57,1/1/2020
32,Tea Prepared Ordinary Per Cup,25.88,0.5,Karachi,25,1/1/2020
32,Tea Prepared Ordinary Per Cup,25.88,0.5,Hyder-abad,35,1/1/2020
32,Tea Prepared Ordinary Per Cup,25.88,0.5,Sukkur,30,1/1/2020
32,Tea Prepared Ordinary Per Cup,25.88,0.5,Larkana,32.44,1/1/2020
32,Tea Prepared Ordinary Per Cup,25.88,0.5,Pesha-war,20,1/1/2020
32,Tea Prepared Ordinary Per Cup,25.88,0.5,Bannu,21.54,1/1/2020
32,Tea Prepared Ordinary Per Cup,25.88,0.5,Quetta,23.42,1/1/2020
32,Tea Prepared Ordinary Per Cup,25.88,0.5,Khuz-dar,25,1/1/2020
33,Cigarettes Capstan 20'S Packet Each,81.54,0.41,Islam-abad,80,1/1/2020
33,Cigarettes Capstan 20'S Packet Each,81.54,0.41,Rawal-pindi,80,1/1/2020
33,Cigarettes Capstan 20'S Packet Each,81.54,0.41,Gujran-wala,80,1/1/2020
33,Cigarettes Capstan 20'S Packet Each,81.54,0.41,Sialkot,80,1/1/2020
33,Cigarettes Capstan 20'S Packet Each,81.54,0.41,Lahore,80,1/1/2020
33,Cigarettes Capstan 20'S Packet Each,81.54,0.41,Faisal-abad,80,1/1/2020
33,Cigarettes Capstan 20'S Packet Each,81.54,0.41,Sar-godha,80,1/1/2020
33,Cigarettes Capstan 20'S Packet Each,81.54,0.41,Multan,80,1/1/2020
33,Cigarettes Capstan 20'S Packet Each,81.54,0.41,Baha-walpur,80,1/1/2020
33,Cigarettes Capstan 20'S Packet Each,81.54,0.41,Karachi,81.33,1/1/2020
33,Cigarettes Capstan 20'S Packet Each,81.54,0.41,Hyder-abad,80,1/1/2020
33,Cigarettes Capstan 20'S Packet Each,81.54,0.41,Sukkur,80,1/1/2020
33,Cigarettes Capstan 20'S Packet Each,81.54,0.41,Larkana,85,1/1/2020
33,Cigarettes Capstan 20'S Packet Each,81.54,0.41,Pesha-war,80,1/1/2020
33,Cigarettes Capstan 20'S Packet Each,81.54,0.41,Bannu,90,1/1/2020
33,Cigarettes Capstan 20'S Packet Each,81.54,0.41,Quetta,84.9,1/1/2020
33,Cigarettes Capstan 20'S Packet Each,81.54,0.41,Khuz-dar,85.86,1/1/2020
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 Mtr",304.34,1.15,Islam-abad,273.75,1/1/2020
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 Mtr",304.34,1.15,Rawal-pindi,270.23,1/1/2020
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 Mtr",304.34,1.15,Gujran-wala,180,1/1/2020
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 Mtr",304.34,1.15,Sialkot,200,1/1/2020
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 Mtr",304.34,1.15,Lahore,293.3,1/1/2020
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 Mtr",304.34,1.15,Faisal-abad,252.09,1/1/2020
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 Mtr",304.34,1.15,Sar-godha,300,1/1/2020
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 Mtr",304.34,1.15,Multan,376,1/1/2020
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 Mtr",304.34,1.15,Baha-walpur,331.93,1/1/2020
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 Mtr",304.34,1.15,Karachi,197.9,1/1/2020
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 Mtr",304.34,1.15,Hyder-abad,350,1/1/2020
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 Mtr",304.34,1.15,Sukkur,375,1/1/2020
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 Mtr",304.34,1.15,Larkana,314.76,1/1/2020
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 Mtr",304.34,1.15,Pesha-war,450,1/1/2020
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 Mtr",304.34,1.15,Bannu,443.23,1/1/2020
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 Mtr",304.34,1.15,Quetta,548.48,1/1/2020
34,"Long Cloth 57"" Gul Ahmed/Al Karam 1 Mtr",304.34,1.15,Khuz-dar,250,1/1/2020
35,Shirting (Average Quality) 1 Mtr,202.3,1.47,Islam-abad,262.8,1/1/2020
35,Shirting (Average Quality) 1 Mtr,202.3,1.47,Rawal-pindi,257.63,1/1/2020
35,Shirting (Average Quality) 1 Mtr,202.3,1.47,Gujran-wala,200,1/1/2020
35,Shirting (Average Quality) 1 Mtr,202.3,1.47,Sialkot,220,1/1/2020
35,Shirting (Average Quality) 1 Mtr,202.3,1.47,Lahore,163.27,1/1/2020
35,Shirting (Average Quality) 1 Mtr,202.3,1.47,Faisal-abad,133.25,1/1/2020
35,Shirting (Average Quality) 1 Mtr,202.3,1.47,Sar-godha,200,1/1/2020
35,Shirting (Average Quality) 1 Mtr,202.3,1.47,Multan,250,1/1/2020
35,Shirting (Average Quality) 1 Mtr,202.3,1.47,Baha-walpur,153.26,1/1/2020
35,Shirting (Average Quality) 1 Mtr,202.3,1.47,Karachi,181.53,1/1/2020
35,Shirting (Average Quality) 1 Mtr,202.3,1.47,Hyder-abad,163.27,1/1/2020
35,Shirting (Average Quality) 1 Mtr,202.3,1.47,Sukkur,173.21,1/1/2020
35,Shirting (Average Quality) 1 Mtr,202.3,1.47,Larkana,224.07,1/1/2020
35,Shirting (Average Quality) 1 Mtr,202.3,1.47,Pesha-war,427.71,1/1/2020
35,Shirting (Average Quality) 1 Mtr,202.3,1.47,Bannu,232.26,1/1/2020
35,Shirting (Average Quality) 1 Mtr,202.3,1.47,Quetta,164.95,1/1/2020
35,Shirting (Average Quality) 1 Mtr,202.3,1.47,Khuz-dar,170,1/1/2020
